School_Name,Address,City,State,Zip,Phone,Latitude,Longitude,Website,Religious_Affiliation,School_Type,District_Name
ROCK SPRINGS CHRISTIAN ACADEMY,219 ROCK SPRINGS RD,MILNER,GA,30257,6786920192,33.192010,-84.106221,,2,Private,
ROSWELL UNITED METHODIST PRESCHOOL & KINDERGARTEN,814 MIMOSA BLVD,ROSWELL,GA,30075,7709988699,34.020300,-84.365161,,2,Private,
ST LUKE'S LITTLE SAINTS PRESCHOOL & KINDERGTEN,1978 MOUNT VERNON RD,DUNWOODY,GA,30338,4042604370,33.951050,-84.320691,,2,Private,
STOCKBRIDGE METHODIST PRESCHOOL & KINDERGARTEN,4863 N HENRY BLVD,STOCKBRIDGE,GA,30281,7704740519,33.543280,-84.238861,,2,Private,
STRONG ROCK CHRISTIAN SCHOOL,4200 STRONG ROCK PKWY,LOCUST GROVE,GA,30248,6788331200,33.341620,-84.132801,,2,Private,
THE CAMPUS,300 TIVOLI GARDENS RD,PEACHTREE CITY,GA,30269,7706321710,33.410210,-84.560451,,3,Private,
RON CLARK ACADEMY,228 MARGARET ST SE,ATLANTA,GA,30315,6786512100,33.712180,-84.381241,,3,Private,
TRINITY CLASSICAL SCHOOL,PO BOX 429,CLARKESVILLE,GA,30523,7068942404,34.569570,-83.481971,,2,Private,
TRINITY SCHOOL OF CARTERSVILLE,814 W AVE,CARTERSVILLE,GA,30120,7703867479,34.155580,-84.816671,,2,Private,
UPPER ROOM MINISTRIES CHRISTIAN ACADEMY,587 GARDEN WALK BLVD,COLLEGE PARK,GA,30349,7709972506,33.594516,-84.409413,,2,Private,
VERITAS ACADEMY,PO BOX 8332,SAVANNAH,GA,31412,9122381222,32.076747,-81.093340,,2,Private,
WEST COBB PREPARATORY ACADEMY,270 WINDY HILL RD SE,MARIETTA,GA,30060,7704355720,33.894210,-84.551171,,3,Private,
COVENANT CLASSICAL ACADEMY,331 ASH AVE,PEWEE VALLEY,KY,40056,5022430404,38.302590,-85.482391,,2,Private,
ARCHBISHOP HANNAN HIGH SCHOOL,71324 HWY 1077,COVINGTON,LA,70433,9852496363,30.467965,-90.181803,,1,Private,
HARVEST CHRISTIAN ACADEMY,37291 W PINEHILL DR,SLIDELL,LA,70460,9856400601,30.312560,-89.780451,,2,Private,
LA PRINTANIERE MONTESSORI,5064 PERKINS RD,BATON ROUGE,LA,70808,2257692255,30.412280,-91.136421,,3,Private,
MONTESSORI SCHOOL OF BATON ROUGE,8227 WIMBLEDON AVE,BATON ROUGE,LA,70810,2257669942,30.374820,-91.088951,,3,Private,
OLD BETHEL CHRISTIAN ACADEMY,PO BOX 95,CLARKS,LA,71415,3186490281,32.014595,-92.183392,,2,Private,
ST MARY'S ACADEMY,6905 CHEF MENTEUR HWY,NEW ORLEANS,LA,70126,5042450200,30.014812,-90.007430,,1,Private,
ST ALPHONSUS SCHOOL,2001 CONSTANCE ST,NEW ORLEANS,LA,70130,5045236594,29.930190,-90.074481,,1,Private,
ST BENEDICT THE MOOR SCHOOL,5010 PIETY DR,NEW ORLEANS,LA,70126,5042882745,30.012890,-90.036891,,1,Private,
ST LEO THE GREAT SCHOOL,1501 ABUNDANCE ST,NEW ORLEANS,LA,70119,5049431482,29.988160,-90.073761,,1,Private,
COLLEGE DRIVE SDA CHRISTIAN SCHOOL,120 COLLEGE ST,PEARL,MS,39208,6019030990,32.281668,-90.087101,,2,Private,
GRACE COMMUNITY SCHOOL,30 PIONEER RD S,HATTIESBURG,MS,39402,6012643992,31.316330,-89.405561,,2,Private,
ABC OF NC CHILD DEVELOPMENT CENTER,905 FRIEDBERG CHURCH RD,WINSTON SALEM,NC,27127,3362511180,35.994831,-80.274011,,3,Private,
ACADEMY OF COASTAL CAROLINA,PO BOX 1988,SHALLOTTE,NC,28459,9107549637,33.992291,-78.302076,,2,Private,
PATHWAYS MIDDLE AND HIGH,3110 RANDALL PKWY # 1,WILMINGTON,NC,28403,9103433321,34.228992,-77.904102,,2,Private,
ACADEMY OF EXCELLENCE,612 S RACE ST,STATESVILLE,NC,28677,7048739727,35.776206,-80.893131,,2,Private,
ANTIOCH CHRISTIAN ACADEMY,5071 OLD WHITEVILLE RD,LUMBERTON,NC,28358,9107351011,34.576400,-78.917351,,2,Private,
BAL-PERAZIM CHRISTIAN ACADEMY,4921 BRAGG BLVD,FAYETTEVILLE,NC,28303,9104874220,35.091937,-78.955674,,2,Private,
CALVARY EDUCATION CENTER,PO BOX 187,LEMON SPRINGS,NC,28355,9197741903,35.400987,-79.189051,,2,Private,
ECKERD CONNECTS,500 E KU SU MEE RD,CANDOR,NC,27229,9109755892,35.264820,-79.774199,,3,Private,
COASTAL CHRISTIAN HIGH SCHOOL,1150 THE KINGS HWY,WILMINGTON,NC,28409,9103959995,34.133116,-77.889658,,2,Private,
THE EPIPHANY SCHOOL OF GLOBAL STUDIES,2301 TRENT RD,NEW BERN,NC,28562,2526380122,35.101700,-77.074433,,2,Private,
HAYWOOD CHRISTIAN ACADEMY,PO BOX 609,LAKE JUNALUSKA,NC,28745,8286270229,35.524380,-82.992501,,2,Private,
HERITAGE CHRISTIAN ACADEMY,PO BOX 2138,SYLVA,NC,28779,8286313835,35.339708,-83.226595,,2,Private,
INTERNATIONAL MONTESSORI SCHOOL,3001 ACADEMY RD STE 300,DURHAM,NC,27707,9194014343,35.970401,-78.941472,,3,Private,
JARVISBURG CHRISTIAN ACADEMY,121 FORBES RD,JARVISBURG,NC,27947,2524918283,36.201589,-75.862901,,2,Private,
KIDS R KIDS ACADEMY AT BLAKENEY,6250 BLAKENEY PARK DR,CHARLOTTE,NC,28277,7045437227,35.028617,-80.809575,,3,Private,
LAKE NORMAN CHRISTIAN SCHOOL,PO BOX 4267,DAVIDSON,NC,28036,7049879811,35.434054,-80.845018,,2,Private,
MONTESSORI AT SANDY FORD,2931 SANDY FORD RD,NEWTON,NC,28658,8282947478,35.659771,-81.287107,,3,Private,
MONTESSORI FARM SCHOOL,2400 BROAD ST STE 2,DURHAM,NC,27704,9197325026,36.031389,-78.910145,,3,Private,
ODYSSEY COMMUNITY SCHOOL,90 ZILLICOA ST,ASHEVILLE,NC,28801,8282593653,35.610448,-82.567548,,3,Private,
PALISADES EPISCOPAL SCHOOL,13120 GRAND PALISADES PKWY,CHARLOTTE,NC,28278,7045831825,35.070322,-81.044529,,2,Private,
PEACE MONTESSORI SCHOOL,1504 FAIR WEATHER CT,APEX,NC,27523,9193632461,35.757656,-78.832825,,3,Private,
PHILIPS ACADEMY,3115 PROVIDENCE RD,CHARLOTTE,NC,28211,7043654533,35.169101,-80.803415,,3,Private,
SOUTHSIDE CHRISTIAN SCHOOL,1696 AMELIA CHURCH RD,CLAYTON,NC,27520,9195856742,35.637542,-78.495950,,2,Private,
THE CHILDRENS HOUSE OF GOLDSBORO,PO BOX 11539,GOLDSBORO,NC,27532,9197786831,35.384736,-77.937043,,3,Private,
THE OUTDOOR ACADEMY,43 HART RD,PISGAH FOREST,NC,28768,8288774349,35.250005,-82.647501,,3,Private,
CONESTEE BAPTIST DAY SCHOOL,PO BOX 157,CONESTEE,SC,29636,8642771175,34.765300,-82.351700,,2,Private,
THE COOPER SCHOOL,13 OAKDALE PL,CHARLESTON,SC,29407,8435731033,32.787810,-79.983091,,3,Private,
FIVE OAKS ACADEMY,1101 JONESVILLE RD,SIMPSONVILLE,SC,29681,8642281881,34.762050,-82.237341,,3,Private,
HOPE ACADEMY,2131 WOODRUFF RD STE 2100,GREENVILLE,SC,29607,8646760028,35.100928,-82.334298,,3,Private,
HOPE CHRISTIAN ACADEMY,545 ALEXANDER CIR,COLUMBIA,SC,29206,8037904028,33.976676,-81.084467,,2,Private,
IMMANUEL LUTHERAN SCHOOL,2820 WOODRUFF RD,SIMPSONVILLE,SC,29681,8645016822,34.804890,-82.223651,,2,Private,
MONTESSORI SCHOOL OF JOHNS ISLAND,3634 MARY ANN POINT RD,JOHNS ISLAND,SC,29455,8435590052,32.732260,-80.108371,,3,Private,
NEW HOPE CAROLINAS,101 SEDGEWOOD DR,ROCK HILL,SC,29732,8033289300,34.950510,-81.040131,,3,Private,
ALPHA EDUCATIONAL LEARNING CENTER,449 MCCARN CIR,SEVIERVILLE,TN,37862,8654534644,35.861500,-83.563138,,2,Private,
BETHEL CHRISTIAN ACADEMY,3001 HAMILL RD,HIXSON,TN,37343,4238425757,35.132590,-85.214831,,2,Private,
BRIGHT BEGINNINGS CHRISTIAN PRESCHOOL,1827 MILL ST,PULASKI,TN,38478,1931363414,35.177436,-87.049775,,2,Private,
COLUMBIA ACADEMY,1101 W 7TH ST,COLUMBIA,TN,38401,9313985360,35.615010,-87.058361,,2,Private,
CORNERSTONE CHRISTIAN ACADEMY - LCS,4801 S DAVY CROCKETT PKWY,MORRISTOWN,TN,37813,4233071189,36.155520,-83.270292,,2,Private,
EAST TN CHRISTIAN HOME & ACADEMY,PO BOX 1147,ELIZABETHTON,TN,37644,4235424423,36.340790,-82.235551,,2,Private,
FIRST BAPTIST ACADEMY,7706 EWING RD,POWELL,TN,37849,8659478503,36.035760,-84.028501,,2,Private,
GALLAWAY CHRISTIAN ACADEMY,PO BOX 166,GALLAWAY,TN,38036,9018673507,35.325553,-89.616897,,2,Private,
HIGHLAND RIM ACADEMY,PO BOX 3022,COOKEVILLE,TN,38502,9315264472,36.183040,-85.495791,,2,Private,
THE MONTESSORI SCHOOL OF CLEVELAND,2442 LEGACY PKWY NW,CLEVELAND,TN,37312,4234797282,35.191770,-84.896499,,3,Private,
HOHENWALD CHRISTIAN ACADEMY,652 SWAN AVE,HOHENWALD,TN,38462,9317963751,35.562545,-87.526696,,2,Private,
CENTRAL MONTESSORI SCHOOL OF VIRGINIA,323 N 20TH ST,RICHMOND,VA,23223,8044477493,37.534910,-77.422401,,3,Private,
COMMUNITY HIGH SCHOOL,302 CAMPBELL AVE SE,ROANOKE,VA,24013,5403451688,37.272150,-79.936561,,3,Private,
CORNERSTONE CHRISTIAN ACADEMY,PO BOX 897,APPOMATTOX,VA,24522,4343522345,37.361270,-78.871801,,2,Private,
FAITH CHRISTIAN ACADEMY,2186 RICHMOND RD,CHARLOTTESVILLE,VA,22911,4349791704,38.018237,-78.424679,,2,Private,
FIRST BAPTIST READY ACADEMY CHRISTIAN SCHOOL,418 E BUTE ST,NORFOLK,VA,23510,7576225650,36.852670,-76.283711,,2,Private,
HAYMARKET BAPTIST CHURCH PRESCHOOL & KINDERGARTEN,PO BOX 182,HAYMARKET,VA,20168,7037539561,38.810650,-77.632271,,2,Private,
NNBHC-THE ACADEMY AT LEE HALL,17579 WARWICK BLVD,NEWPORT NEWS,VA,23603,7573695305,37.204150,-76.584691,,3,Private,
NEW COVENANT SCHOOLS,122 FLEETWOOD DR,LYNCHBURG,VA,24501,4348478313,37.396160,-79.204651,,2,Private,
ST MICHAELS ACADEMY,6735 FAYETTE ST,HAYMARKET,VA,20169,5403493110,38.745999,-77.682029,,2,Private,
ST MICHAEL THE ARCHANGEL HIGH SCHOOL,6301 CAMPUS DR,FREDERICKSBURG,VA,22407,1540419802,38.295380,-77.554251,,1,Private,
THE BRANCHES ACADEMY & EARLY LEARNING CENTER,2812 GREENVIEW DR,LYNCHBURG,VA,24502,4344550294,37.340760,-79.232500,,2,Private,
THE GW COMMUNITY SCHOOL,9001 BRADDOCK RD STE 111,SPRINGFIELD,VA,22151,7032974525,38.810140,-77.254621,,3,Private,
THE HOWARD GARDNER SCHOOL,4913 FRANCONIA RD,ALEXANDRIA,VA,22310,7038229300,38.786930,-77.118891,,3,Private,
VIRGINIA ACADEMY,19790 ASHBURN RD,ASHBURN,VA,20147,5712095500,39.066690,-77.476881,,2,Private,
DANESE CHRISTIAN SCHOOL,PO BOX 177,DANESE,WV,25831,3044388116,37.922213,-80.892324,,3,Private,
TYGART VALLEY CHRISTIAN ACADEMY,496 MAIN ST,BEVERLY,WV,26253,3046369780,38.843787,-79.873415,,2,Private,
WEE DISCIPLES CHRISTIAN ACADEMY,114 POOR FARM RD # 101,KEARNEYSVILLE,WV,25430,3047076812,39.335290,-77.906911,,2,Private,
FBC WARREN CHRISTIAN SCHOOL,310 S MAIN ST,WARREN,AR,71671,8702265884,33.611020,-92.064671,,2,Private,
WEST MEMPHIS CHRISTIAN SCHOOL,1101 N MISSOURI ST,WEST MEMPHIS,AR,72301,8704004000,35.158479,-90.183176,,2,Private,
COMMUNITY MONTESSORI SCHOOL WEBB,4930 WEBB RD # 4932,TAMPA,FL,33615,8138863969,27.992490,-82.575541,,3,Private,
GABLES MONTESSORI SCHOOL,990 S LE JEUNE RD,MIAMI,FL,33134,3055671900,25.762450,-80.263461,,3,Private,
GREEN CHILDREN'S HOUSE,307 NE 1ST ST,POMPANO BEACH,FL,33060,5617032454,26.232750,-80.121181,,3,Private,
GROWING TREASURES LEARNING CENTER #2,8318 NW 103RD ST,HIALEAH,FL,33016,3055580133,25.868990,-80.335111,,3,Private,
HEAD OF THE CLASS LEARNING CENTER,1836 KATHLEEN RD,LAKELAND,FL,33805,8636824252,28.070640,-81.984731,,3,Private,
INTERNATIONAL CHILDRENS SCHOOL,3930 S LE JEUNE RD,CORAL GABLES,FL,33134,3054458918,25.735180,-80.262771,,3,Private,
JOYFUL NOISE LEARNING CENTER,24515 RAMPART BLVD,PORT CHARLOTTE,FL,33980,9416294821,27.000980,-82.041801,,2,Private,
KIDS SMALL WORLD LEARNING CENTER,1835 W FLAGLER ST,MIAMI,FL,33135,3055670661,25.773102,-80.225613,,3,Private,
LITTLE ANGEL ACADEMY 2,441 W 11TH ST,HIALEAH,FL,33010,3058840194,25.831500,-80.290731,,3,Private,
LYCEE FRANCO-AMERICAIN,8900 STIRLING RD,COOPER CITY,FL,33024,9542370356,26.042782,-80.265717,,3,Private,
MONTESSORI ACADEMY OF NAPLES,2655 NORTHBROOKE DR,NAPLES,FL,34119,2395972255,26.277202,-81.741250,,3,Private,
MONTESSORI ACADEMY OF WINTER GARDEN,13337 W COLONIAL DR,WINTER GARDEN,FL,34787,1407656850,28.552489,-81.579952,,3,Private,
STAR CHILD ACADEMY OF WINTER GARDEN,1324 WINTER GARDEN VINELAND RD,WINTER GARDEN,FL,34787,4075542713,28.541830,-81.589234,,3,Private,
THE CANTERBURY SCHOOL OF FLORIDA,990 62ND AVE NE,ST PETERSBURG,FL,33702,7275251419,27.825698,-82.620962,,2,Private,
GLAD TIDINGS LEARNING CENTER AND ACADAMEY EAST,8550 CLARCONA OCOEE RD,ORLANDO,FL,32818,4076564140,28.611340,-81.502691,,2,Private,
CHANTY LEARNING CENTER INC/WE LOVE KIDS,891 W 29TH ST,HIALEAH,FL,33012,3058852490,25.848270,-80.299991,,3,Private,
WOODLANDS MONTESSORI SCHOOL NORTH,651 NE HAMMOCK CREEK TRL,PORT ST LUCIE,FL,34983,7723401160,27.342870,-80.350341,,2,Private,
DUNWOODY CHRISTIAN ACADEMY,5067 CHAMBLEE DUNWOODY RD,ATLANTA,GA,30338,7703353050,33.937560,-84.324791,,2,Private,
EXCELL PREPARATORY CENTER,5105 SALEM RD,LITHONIA,GA,30038,7703225210,33.678120,-84.179351,,2,Private,
FAITH CHRISTIAN ACADEMY,726 GA HWY 24 S,WAYNESBORO,GA,30830,7065541577,33.067782,-81.980983,,2,Private,
FIRST CHRISTIAN ACADEMY,PO BOX 1390,RICHMOND HILL,GA,31324,9127563407,31.955220,-81.321981,,2,Private,
JUBILEE CHRISTIAN PREPARATORY ACADEMY,3000 MACEDONIA RD,POWDER SPRINGS,GA,30127,6783840656,33.874540,-84.639769,,2,Private,
PRIME CARE LEARNING CENTER II,6550 CHURCH ST,RIVERDALE,GA,30274,7709973435,33.575760,-84.413981,,2,Private,
THE GODDARD SCHOOL,4875 WINDWARD PKWY,ALPHARETTA,GA,30004,7706634155,34.098290,-84.280701,,3,Private,
THE GODDARD SCHOOL,3710 OLD ATLANTA RD,SUWANEE,GA,30024,7708446546,34.099720,-84.138331,,3,Private,
THE GODDARD SCHOOL,210 PEACHTREE INDUSTRIAL BLVD,SUGAR HILL,GA,30518,7708312588,34.080240,-84.059001,,3,Private,
PROVIDENCE CHRISTIAN ACADEMY,172 SOUTHGATE DR,GEORGETOWN,KY,40324,5028689393,38.181930,-84.555236,,2,Private,
FAITH PRESBYTERIAN KINDERGARTEN,400 MAGEE DR STE FPK,BROOKHAVEN,MS,39601,6018330098,31.576455,-90.471238,,2,Private,
FIRST BAPTIST CHURCH OF BYRAM KDGN/DAYCARE,7541 S SIWELL RD,BYRAM,MS,39272,6013723400,32.179960,-90.250041,,2,Private,
FIRST PRESBYTERIAN CHURCH KINDERGARTEN & PRESCHOOL,1501 CHERRY ST,VICKSBURG,MS,39180,6016361288,32.347462,-90.878525,,2,Private,
CHESTERBROOK MONTESSORI SCHOOL-ARLINGTON FOREST,4701 ARLINGTON BLVD,ARLINGTON,VA,22203,7032433914,38.868250,-77.112291,,3,Private,
DULLES MONTESSORI SCHOOL,898 CRESTVIEW DR,HERNDON,VA,20170,7036272967,38.974040,-77.399611,,3,Private,
FIRST STEPS ACADEMY,7900 WESTPARK DR STE A040,MCLEAN,VA,22102,7038216663,38.924750,-77.217181,,2,Private,
THE GODDARD SCHOOL,42885 ORCHARD ORIOLE DR,ASHBURN,VA,20147,7037238434,39.053950,-77.517511,,3,Private,
GODDARD SCHOOL-ASHBURN,45091 RESEARCH PL,ASHBURN,VA,20147,7037240601,39.052460,-77.439761,,3,Private,
THE GODDARD SCHOOL,5001 WESTONE PLZ,CHANTILLY,VA,20151,7033784088,38.869760,-77.445721,,3,Private,
GODDARD SCHOOL OF LEESBURG,601 TAVISTOCK DR SE,LEESBURG,VA,20175,7034436766,39.088360,-77.547891,,3,Private,
GODDARD SCHOOL-RIVERS BEND,13036 RIVERS BEND BLVD,CHESTER,VA,23836,8045300096,37.352470,-77.357161,,3,Private,
LAKE MANASSAS ACADEMY,14930 HOLLY KNOLL LN,GAINESVILLE,VA,20155,5712486571,38.785480,-77.631671,,3,Private,
OUR LADY OF HOPE CATHOLIC SCHOOL,46633 ALGONKIAN PKWY,POTOMAC FALLS,VA,20165,7034336760,39.049720,-77.381341,,1,Private,
PEABODY SCHOOL,1232 STONEY RIDGE RD,CHARLOTTESVILLE,VA,22902,4342966901,38.002840,-78.501291,,3,Private,
RED APPLE SCHOOL INC,107 AUTUMN DR,STAFFORD,VA,22556,5407521487,38.472670,-77.527401,,3,Private,
THE COMPASS SCHOOL OF MANASSAS,9811 GODWIN DR,MANASSAS,VA,20110,7033311303,38.743071,-77.511279,,3,Private,
THE GODDARD SCHOOL - NUCKOLS,11393 NUCKOLS RD,GLEN ALLEN,VA,23059,8042700901,37.683088,-77.591701,,3,Private,
WINWOOD CHILDRENS CENTER,7830 OLD LINTON HALL RD,GAINESVILLE,VA,20155,5712615566,38.784874,-77.607801,,3,Private,
LITTLE STAR CENTER,8011 PHILIPS HWY STE 10,JACKSONVILLE,FL,32256,9049280112,30.224610,-81.587241,,3,Private,
QUEST KIDS ACADEMY,123 E LIVINSTON ST,ORLANDO,FL,32801,4072377362,28.552927,-81.371774,,3,Private,
CLEARWATER ACADEMY,PO BOX 3513,PEACHTREE CITY,GA,30269,7706313650,33.449870,-84.591391,,3,Private,
EVANGEL HOUSE CHRISTIAN ACADEMY,PO BOX 139,SAINT MARTINVILLE,LA,70582,3373948310,30.089375,-91.834536,,2,Private,
ST ANTHONY CATHOLIC SCHOOL,1585 OLD MANNSDALE RD,MADISON,MS,39110,6016077054,32.478987,-90.148160,,1,Private,
THALES ACADEMY APEX K-5,1177 AMBERGATE STA,APEX,NC,27502,9193033108,35.739321,-78.845978,,3,Private,
GRACE CHRISTIAN ACADEMY,3279 SOUTHALL RD,FRANKLIN,TN,37064,6155913017,35.898920,-86.957991,,2,Private,
CAPE CHARLES CHRISTIAN SCHOOL,PO BOX 30,CAPE CHARLES,VA,23310,7576786219,37.269310,-76.017881,,2,Private,
ST JOHN PAUL THE GREAT CATHOLIC HIGH SCHOOL,17700 DOMINICAN DR,DUMFRIES,VA,22026,7034450300,38.567888,-77.286259,,1,Private,
GREENBRIER ACADEMY FOR GIRLS,PO BOX 798,ALDERSON,WV,24910,3044457790,37.685430,-80.718212,,3,Private,
CUMBERLAND ACADEMY OF GEORGIA,650-A MOUNT VERNON HWY NE,ATLANTA,GA,30328,4048359000,33.929172,-84.364679,,3,Private,
ILM ACADEMY,1200 GRIMES BRIDGE RD,ROSWELL,GA,30075,6786241157,34.032120,-84.342241,,2,Private,
RENAISSANCE SCHOOL,418 E JEFFERSON ST,CHARLOTTESVILLE,VA,22902,4349841952,38.031250,-78.477951,,3,Private,
LEGACY CHRISTIAN ACADEMY,PO BOX 1054,KILLEN,AL,35645,2567575345,34.859388,-87.538580,,2,Private,
LINDSAY LANE CHRISTIAN ACADEMY,1300 LINDSAY LN S,ATHENS,AL,35613,2562625323,34.787664,-86.931959,,2,Private,
TEEN UNIVERSITY,PO BOX 2719,PHENIX CITY,AL,36868,7069011511,32.462920,-85.002701,,2,Private,
THE RILEY BEHAVIORAL AND EDUCATIONAL CENTER,306 WYNN DR NW,HUNTSVILLE,AL,35805,2568833457,34.728110,-86.654411,,3,Private,
NEW HORIZON ACADEMY,13018 HWY 31 N,WARD,AR,72176,5019410839,34.966870,-91.874601,,2,Private,
ST MICHAEL SCHOOL,405 N MISSOURI ST,WEST MEMPHIS,AR,72301,8707351730,35.150520,-90.184601,,1,Private,
BROAD BRANCH CHILDREN'S HOUSE,5608 BROAD BRANCH RD NW,WASHINGTON,DC,20015,2022322233,38.965580,-77.068631,,3,Private,
ST THOMAS MORE CATHOLIC,4265 4TH ST SE,WASHINGTON,DC,20032,2025611189,38.825004,-76.999964,,1,Private,
FAITH ACADEMY,810 SW FAITH RD,LAKE CITY,FL,32025,3864385495,30.171490,-82.670481,,3,Private,
AGAPE CHRISTIAN SCHOOL OF SARASOTA,150 N SHADE AVE,SARASOTA,FL,34237,9418943053,27.338430,-82.521441,,2,Private,
BB C CHRISTIAN ACADEMY,1520 W AVERY ST,PENSACOLA,FL,32501,8507916427,30.431260,-87.237031,,2,Private,
BB INTERNATIONAL SCHOOL,1735 E ATLANTIC BLVD,POMPANO BEACH,FL,33060,9549462229,26.232490,-80.106251,,3,Private,
HARMON  STEM SCHOOL,5030 E BUSCH BLVD,TAMPA,FL,33617,8133289603,28.033839,-82.399077,,3,Private,
BEYOND THE SPECTRUM EDUCATION CENTER,7333 INTERNATIONAL PL,LAKEWOOD RANCH,FL,34240,9419073443,27.380780,-82.422021,,3,Private,
CHRIST THE KING LUTHERAN SCHOOL,5625 N US HIGHWAY 1,PALM COAST,FL,32164,3864477979,29.538898,-81.265065,,2,Private,
EDUCATION PLACE,12794 FOREST HILL BLVD STE 23,WELLINGTON,FL,33414,5617536563,26.672756,-80.246081,,3,Private,
EDUCATORS INC PRIVATE CHRISTIAN SCHOOLS,400 BARTON BLVD STE 204,ROCKLEDGE,FL,32955,3214556385,28.331320,-80.730331,,2,Private,
FAMILY CHRISTIAN CENTER SCHOOL,2500 S HWY 27,CLERMONT,FL,34711,3522421895,28.534550,-81.737441,,2,Private,
FIRST BAPTIST CHRISTIAN ACADEMY,201 E MOODY BLVD,BUNNELL,FL,32110,3864460094,29.466240,-81.256461,,2,Private,
FUVIS LEARNING CENTER,110 NE 51ST ST,OAKLAND PARK,FL,33334,9546553170,26.189140,-80.145961,,2,Private,
GREAT STRIDES REHABILITATION,12276 SAN JOSE BLVD STE 508,JACKSONVILLE,FL,32223,9048863228,30.147080,-81.635807,,3,Private,
HAPPY MEMORIES LEARNING CENTER CORP,9937 SW 142ND AVE,MIAMI,FL,33186,3053860008,25.674311,-80.420829,,3,Private,
HARVARD INTERNATIONAL ACADEMY,3260 STIRLING RD STE B,HOLLYWOOD,FL,33021,9549660017,26.047387,-80.175371,,3,Private,
INTERNATIONAL CHRISTIAN ACADEMY OF LABELLE,PO BOX 398,LABELLE,FL,33975,8633428900,26.758690,-81.423069,,2,Private,
ALPINE ACADEMY,848 EXECUTIVE DR,OVIEDO,FL,32765,4076788889,28.665150,-81.222151,,3,Private,
IVA CHRISTIAN SCHOOL,1430 BELLEAIR RD,CLEARWATER,FL,33756,7274422424,27.939810,-82.777761,,2,Private,
JEREMIAH ACADEMY,829 NW 167TH ST,MIAMI,FL,33169,3056237000,25.928130,-80.215314,,2,Private,
LIBERTY BAPTIST ACADEMY,4249 BAHIA VISTA ST,SARASOTA,FL,34232,9413718239,27.323820,-82.483811,,2,Private,
LIGHTHOUSE CHRISTIAN SCHOOL MIDDLEBURG,3925 MAIN ST,MIDDLEBURG,FL,32068,9044064866,30.067900,-81.861751,,2,Private,
LITTLE PROMISES DAYCARELEARNING CENTER,15194 SW 56TH ST,MIAMI,FL,33185,3053824424,25.713440,-80.438811,,3,Private,
LIVING FAITH ACADEMY,950 DERBYSHIRE RD,DAYTONA BEACH,FL,32117,3862581258,29.229340,-81.064131,,2,Private,
GUIDEPOST MONTESORRI ACADEMY,2230 HOLLYWOOD BLVD,HOLLYWOOD,FL,33020,9549237100,26.011040,-80.152596,,3,Private,
JEWISH ACADEMY,5100 SHERIDAN ST,HOLLYWOOD,FL,33021,9542532533,26.032025,-80.195751,,2,Private,
MOT ACADEMY,14202 SW 62ND ST,MIAMI,FL,33183,7862995915,25.708221,-80.423252,,3,Private,
MONARCH LEARNING ACADEMY,1914 EDGEWATER DR,ORLANDO,FL,32804,4074788577,28.582630,-81.364161,,2,Private,
MONTESSORI SCHOOL OF ORLANDO,1187 FLORIDA MALL AVE STE 108,ORLANDO,FL,32809,4076014247,28.449160,-81.395001,,3,Private,
COOPERATIVE SCHOOL AT NORTHLAND,530 DOG TRACK RD,LONGWOOD,FL,32750,4079497179,28.685290,-81.336231,,2,Private,
OSCEOLA CHRISTIAN PREPARATORY SCHOOL,1515 MICHIGAN AVE,KISSIMMEE,FL,34744,4074379151,28.305750,-81.390841,,2,Private,
PASSAGE CHRISTIAN ACADEMY,5121 E UNIVERSITY AVE,GAINESVILLE,FL,32641,3523368983,29.650830,-82.263671,,2,Private,
POINT OF GRACE CHRISTIAN,920 N CTNEY RD,PERRY,FL,32347,8505845445,30.125770,-83.593921,,2,Private,
PREMIER ACADEMY SCHOOL,3720 COCONUT CREEK PKWY STE J,COCONUT CREEK,FL,33066,9549697172,26.244150,-80.173971,,2,Private,
REVELATION SCHOOL OF FLORIDA(NOW DADE PREP ACADEMY,10658 SW 186TH ST,MIAMI,FL,33157,3059699448,25.595730,-80.363611,,3,Private,
RFM CHRISTIAN ACADEMY COCO2,1404 DIXON BLVD,COCOA,FL,32922,3216383755,28.373970,-80.751821,,2,Private,
RIDGE MANOR CHRISTIAN ACADEMY,34275 CORTEZ BLVD,RIDGE MANOR,FL,33523,3525834382,28.508880,-82.178001,,2,Private,
SEAMARK RANCH,3631 SEAMARK RANCH RD,GREEN COVE SPRINGS,FL,32043,9045317080,29.983096,-81.858279,,2,Private,
GRACEPOINTE ACADEMY,6185 SE 140TH ST,SUMMERFIELD,FL,34491,3522459444,29.018990,-82.049231,,2,Private,
ALHAMBRA HEIGHTS CHALLENGER SCHOOL,1200 NE 135TH ST,NORTH MIAMI,FL,33161,7864017130,25.899550,-80.174401,,3,Private,
"THE CHASE ACADEMY, INC.",2400 S RIDGEWOOD AVE STE 17,SOUTH DAYTONA,FL,32119,3863107879,29.165030,-81.000701,,3,Private,
THE LEARNING CENTER,1725 HERMITAGE BLVD,TALLAHASSEE,FL,32308,8503256301,30.486702,-84.245341,,3,Private,
THE PINE SCHOOL,12350 SE FEDERAL HWY,HOBE SOUND,FL,33455,7726757005,27.051562,-80.140642,,3,Private,
